deviceid,devicephonenum,device_info,duration,caseid,branch_code,stage_code,stage,park,park_label,park_other,enumerator,enumerator_label,enumerator_1,enumerator_2,enumerator_3,enumerator_4,enumerator_5,enumerator_6,enumerator_7,enumerator_8,enumerator_9,enumerator_10,the_stage,a2,a2_label,a2_other,a3,a4,a5,a5_label,a5_other,a6,a7,a7_label,a8,a8_label,a8_1,a8_2,a8_3,a8_4,a8_5,a8_6,a8_7,a8_8,a8_9,a8_10,a8_99,a8_100,a8_other,p1_photo,b1,b2,branch_total_count,p2_photo,b3_count,setofb3,setofp3_photo_loop,setofb4,setofp4_photo_loop,setofc1,route_count,setofp5_photo_loop,r_count,setofr,c7,c7_label,c8,c8_label,c8_1,c8_2,c8_3,c8_4,c8_5,c8_6,c8_99,c8_100,c9_branch_loop_count,setofc9_branch_loop,setofp7_photo_loop,d11,d12,d13,d14,d2,d31,d32,d33,d34,d4,d5,d5_label,d5_1,d5_2,d5_3,d5_4,d5_5,d5_6,d5_7,d5_99,d5_100,d5_other,d6,d7,d7_label,d7_other,d8,d8_label,d8_1,d8_2,d8_3,d8_4,d8_5,d8_6,d8_7,d8_8,d8_9,d8_99,d8_100,d8_other,d9,d9_label,d10,v130,d11_label,d11_1,d11_2,d11_3,d11_4,d11_5,d11_6,d11_99,d11_100,d11c,d11f,d11_other,v143,d12_label,d12_1,d12_2,d12_3,d12_4,d12_5,d12_6,d12_99,d12_100,d12c,d12f,d12_other,p8_photo,p9_photo,formdef_version,key,submissiondate,starttime,endtime,date,respondent,stage_id,stage_name,branch_id,branch,taxi_park,_merge
2aa80707e1ac7359,,TCL|T610K|13|SurveyCTO Collect 2.81.2 (3771098),1325,,1.0,97.0,Busega -Kyengera -Nsangi -Maya,Bwaise,Bwaise,,8 10,Rhoda & Vivian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Busega -Kyengera -Nsangi -Maya Stage,Secretary,Secretary,,2014.0,1994.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1728400692034.jpg,2.0,0.0,2,media/1728400744688.jpg,2,uuid:d4e5574c-0105-4126-8202-fd7cba7e59bf/B-B3,uuid:d4e5574c-0105-4126-8202-fd7cba7e59bf/B-p3_photo_loop,,,uuid:d4e5574c-0105-4126-8202-fd7cba7e59bf/C-C1,1,uuid:d4e5574c-0105-4126-8202-fd7cba7e59bf/C-p5_photo_loop,1,uuid:d4e5574c-0105-4126-8202-fd7cba7e59bf/C-R,No,No,,,,,,,,,,,2,,,75,80,40.0,-99.0,10.0,50.0,70.0,30.0,-99.0,10.0,1 2 7,Must have a driver permit & Must have been a conductor at the stage & Must have previous work experience,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 7,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,Yes,Yes,3.0,99,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,Registered stage member with stage ID,1 2 6,Be a driver & Have a permit/driving license & Need to have been at the stage for ____ years,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,5,,media/1728396076222.jpg,media/1728396098643.jpg,2407230723.0,uuid:d4e5574c-0105-4126-8202-fd7cba7e59bf,2024-10-08 11:22:23,2024-10-08 09:45:35,2024-10-08 11:21:47,2024-10-07,Respondent_738285,97,Busega,135,Busega-Kyengera-Nsangi-Maya,Bwaise,both
2aa80707e1ac7359,,TCL|T610K|13|SurveyCTO Collect 2.81.2 (3771098),2051,,1.0,1.0,Kasenyi,Usafi,Usafi,,5 8 9,Joviah & Rhoda & Sumaiya,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Kasenyi Stage,Elder,Elder,,1988.0,1987.0,"Originated from an older stage, split off","Originated from an older stage, split off",,Entebbe,Yes,Yes,3 6 8 9 99,Kisenyi/Gwanda & Nateete & Old Taxi Park & Usafi & Other,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Nateete Kalerwe Kibuye Busega,media/1721813354025.jpg,2.0,0.0,2,media/1721813381389.jpg,2,uuid:eba432b5-0e0a-4e2a-8444-330375251163/B-B3,uuid:eba432b5-0e0a-4e2a-8444-330375251163/B-p3_photo_loop,,,uuid:eba432b5-0e0a-4e2a-8444-330375251163/C-C1,2,uuid:eba432b5-0e0a-4e2a-8444-330375251163/C-p5_photo_loop,2,uuid:eba432b5-0e0a-4e2a-8444-330375251163/C-R,No,No,,,,,,,,,,,2,,uuid:eba432b5-0e0a-4e2a-8444-330375251163/C-p7_photo_loop,0,0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,1 2 7,Must have a driver permit & Must have been a conductor at the stage & Must have previous work experience,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,20.0,Predetermined schedule before the day,Predetermined schedule before the day,,1 2 3 4 5 6 7 8 9,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Stage Master & Elder Advisor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,Yes,Yes,5.0,1 2 4 6,Be a driver & Have a permit/driving license & No criminal record & Need to have been at the stage for ____ years,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,15,,1 2 3 4 5 6,Be a driver & Have a permit/driving license & Older than _____ & No criminal record & Must have a family & Need to have been at the stage for ____ years,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,25,15,,media/1721814647183.jpg,media/1721814661422.jpg,2407230723.0,uuid:eba432b5-0e0a-4e2a-8444-330375251163,2024-07-24 06:14:49,2024-07-24 05:25:08,2024-07-24 06:14:37,2024-07-20,Respondent_409431,1,Kasenyi,1,Kasenyi,Usafi,both
357759081484347,,samsung|SM-G955U|9|SurveyCTO Collect 2.81.2 (3771098),2878,,1.0,39.0,Bwaise Nabweru Lugoba Katooke,Old Taxi Park,Old Taxi Park,,5 7 9,Joviah & Olivia & Sumaiya,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Bwaise Nabweru Lugoba Katooke Stage,Chairperson,Chairperson,,1997.0,1960.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1724396131549.jpg,3.0,0.0,3,media/1724396162472.jpg,3,uuid:2311f745-7f3d-4116-be4e-fb66129953ab/B-B3,uuid:2311f745-7f3d-4116-be4e-fb66129953ab/B-p3_photo_loop,,,uuid:2311f745-7f3d-4116-be4e-fb66129953ab/C-C1,5,uuid:2311f745-7f3d-4116-be4e-fb66129953ab/C-p5_photo_loop,5,uuid:2311f745-7f3d-4116-be4e-fb66129953ab/C-R,No,No,,,,,,,,,,,3,,,350,280,300.0,280.0,70.0,120.0,184.0,85.0,100.0,60.0,1 99,Must have a driver permit & Other,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,National ID Pay stage fees LC letter,10.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 7 9,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Elder Advisor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,Yes,Yes,2.0,2 6 99,Have a permit/driving license & Need to have been at the stage for ____ years & Other,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,10,National ID,1 2 3 4 6 99,Be a driver & Have a permit/driving license & Older than _____ & No criminal record & Need to have been at the stage for ____ years & Other,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,35,10,National ID,media/1724398395157.jpg,media/1724398405152.jpg,2407230723.0,uuid:2311f745-7f3d-4116-be4e-fb66129953ab,2024-08-23 03:45:18,2024-08-23 02:53:47,2024-08-23 03:45:01,2024-08-22,Respondent_731044,39,Bwaise / Bwaise Nabweru Lugoba Katooke,47,Bwaise Nabweru Lugoba Katooke,Old Taxi Park,both
2aa80707e1ac7359,,TCL|T610K|13|SurveyCTO Collect 2.81.2 (3771098),2791,,7.0,8.0,Entebbe,Kibuye,Kibuye,,1 8,Claire & Rhoda,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Entebbe Stage,Secretary,Secretary,,1990.0,1980.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1727899130735.jpg,8.0,2.0,10,media/1727899171844.jpg,10,uuid:e9ad949e-4dcf-409d-aa0b-36526e77d6ce/B-B3,uuid:e9ad949e-4dcf-409d-aa0b-36526e77d6ce/B-p3_photo_loop,,,uuid:e9ad949e-4dcf-409d-aa0b-36526e77d6ce/C-C1,2,uuid:e9ad949e-4dcf-409d-aa0b-36526e77d6ce/C-p5_photo_loop,2,uuid:e9ad949e-4dcf-409d-aa0b-36526e77d6ce/C-R,Yes,Yes,1,Not enough passengers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,uuid:e9ad949e-4dcf-409d-aa0b-36526e77d6ce/C-C9_branch_loop,uuid:e9ad949e-4dcf-409d-aa0b-36526e77d6ce/C-p7_photo_loop,1500,1000,800.0,450.0,45.0,900.0,700.0,500.0,300.0,35.0,1 2 7,Must have a driver permit & Must have been a conductor at the stage & Must have previous work experience,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,10.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 8,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Stage Master,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1727902123812.jpg,media/1727902136474.jpg,2407230723.0,uuid:e9ad949e-4dcf-409d-aa0b-36526e77d6ce,2024-10-02 17:16:55,2024-10-02 15:57:29,2024-10-02 16:57:58,2024-10-02,Respondent_576489,8,Entebbe,123,Entebbe,Kibuye,both
e912dcc7bdab73f5,,Itel|itel A665L|13|SurveyCTO Collect 2.81.2 (3771098),2010,,1.0,49.0,Ggaba - kansanga - kabalagala,Other,Other,Nakawa,4 5 9,Gerald & Joviah & Sumaiya,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Ggaba - kansanga - kabalagala Stage,Chairperson,Chairperson,,2018.0,2018.0,"Originated from an older stage, formed as a separate, independent stage by their","Originated from an older stage, formed as a separate, independent stage by their leaders",,Kansanga stage,Yes,Yes,8,Old Taxi Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,media/1725518631770.jpg,1.0,0.0,1,media/1725518670488.jpg,1,uuid:e3fce310-edaa-4d66-a434-474c91f394a8/B-B3,uuid:e3fce310-edaa-4d66-a434-474c91f394a8/B-p3_photo_loop,,,uuid:e3fce310-edaa-4d66-a434-474c91f394a8/C-C1,2,uuid:e3fce310-edaa-4d66-a434-474c91f394a8/C-p5_photo_loop,2,uuid:e3fce310-edaa-4d66-a434-474c91f394a8/C-R,No,No,,,,,,,,,,,1,,,26,31,,,26.0,20.0,27.0,,,20.0,1 2 99,Must have a driver permit & Must have been a conductor at the stage & Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Good conduct,  must be 25 years and above",4.0,Predetermined schedule before the day,Predetermined schedule before the day,,1 2 3 4 5 6 7 99,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Other,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1 committee member,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1725520142431.jpg,media/1725520154620.jpg,2407230723.0,uuid:e3fce310-edaa-4d66-a434-474c91f394a8,2024-09-05 03:23:18,2024-09-05 02:41:37,2024-09-05 03:22:07,2024-09-04,Respondent_789549,49,Ggaba-Kansanga-Kabalagala,72,Ggaba-Kansanga-Kabalagala,Nakawa,both
0F717E25-0542-496A-9B46-40D56DB59F40,,Apple|iPhone|17.5.1|SurveyCTO Collect 2.80 (274730),3301,,2.0,13.0,Namugongo,Old Taxi Park,Old Taxi Park,,5 10,Joviah & Vivian,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Namugongo Stage,Elder,Elder,,1988.0,1986.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1724667776056.jpg,3.0,0.0,3,media/1724667791178.jpg,3,uuid:ee9af5c3-bb31-42b9-aa74-4046a986dc05/B-B3,uuid:ee9af5c3-bb31-42b9-aa74-4046a986dc05/B-p3_photo_loop,,,uuid:ee9af5c3-bb31-42b9-aa74-4046a986dc05/C-C1,7,uuid:ee9af5c3-bb31-42b9-aa74-4046a986dc05/C-p5_photo_loop,7,uuid:ee9af5c3-bb31-42b9-aa74-4046a986dc05/C-R,Yes,Yes,1,Not enough passengers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,,73,76,70.0,60.0,73.0,70.0,70.0,55.0,40.0,50.0,1 2 99,Must have a driver permit & Must have been a conductor at the stage & Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5 years of working experience at their stage before being confirmed as a driver,10.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 7,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,Yes,Yes,4.0,1 2,Be a driver & Have a permit/driving license,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1 2,Be a driver & Have a permit/driving license,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,media/1724670488542.jpg,media/1724670496480.jpg,2407230723.0,uuid:ee9af5c3-bb31-42b9-aa74-4046a986dc05,2024-08-26 10:20:16,2024-08-26 06:21:22,2024-08-26 07:19:05,2024-08-26,Respondent_454502,13,Namugongo,51,Namugongo,Old Taxi Park,both
665B1D11-2673-4244-885F-7BA73AF1E3C2,,Apple|iPhone|17.3.1|SurveyCTO Collect 2.80 (274730),2297,,1.0,58.0,Kasanje-Nakawuka,Nateete,Nateete,,1 3 7,Claire & Fatumah & Olivia,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Kasanje-Nakawuka Stage,Other,Other,Vice Chairperson,2000.0,2000.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1725700494306.jpg,1.0,0.0,1,media/1725700520985.jpg,1,uuid:946dbb55-fe38-4cb6-a0b0-9217a76cbbf1/B-B3,uuid:946dbb55-fe38-4cb6-a0b0-9217a76cbbf1/B-p3_photo_loop,,,uuid:946dbb55-fe38-4cb6-a0b0-9217a76cbbf1/C-C1,2,uuid:946dbb55-fe38-4cb6-a0b0-9217a76cbbf1/C-p5_photo_loop,2,uuid:946dbb55-fe38-4cb6-a0b0-9217a76cbbf1/C-R,Yes,Yes,2 99,Poor road quality & Other,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,,,116,84,52.0,28.0,90.0,66.0,48.0,36.0,19.0,60.0,1 2 7,Must have a driver permit & Must have been a conductor at the stage & Must have previous work experience,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,17.0,Predetermined schedule before the day,Predetermined schedule before the day,,1 2 3 4 5 6 7 9 99,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Elder Advisor & Other,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Guide,Yes,Yes,5.0,1 2,Be a driver & Have a permit/driving license,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1 2 4 6 99,Be a driver & Have a permit/driving license & No criminal record & Need to have been at the stage for ____ years & Other,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,10,Good conduct,media/1725701973299.jpg,media/1725701983924.jpg,2407230723.0,uuid:946dbb55-fe38-4cb6-a0b0-9217a76cbbf1,2024-09-07 06:38:35,2024-09-07 05:10:31,2024-09-07 05:51:47,2024-09-06,Respondent_627405,58,Kasanje-Nakawuka,76,Kasanje-Nakawuka,Nateete,both
e912dcc7bdab73f5,,Itel|itel A665L|13|SurveyCTO Collect 2.81.2 (3771098),6646,,2.0,12.0,Kamwokya - bukoto - kisaasi - kulambiro - kyanja - kungu,Old Taxi Park,Old Taxi Park,,1 4 9,Claire & Gerald & Sumaiya,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Kamwokya - bukoto - kisaasi - kulambiro - kyanja - kungu Stage,Secretary,Secretary,,1988.0,1980.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1724932794691.jpg,2.0,2.0,4,media/1724932822537.jpg,4,uuid:fac1988c-5576-43ff-8f1c-4c38f317b1c4/B-B3,uuid:fac1988c-5576-43ff-8f1c-4c38f317b1c4/B-p3_photo_loop,uuid:fac1988c-5576-43ff-8f1c-4c38f317b1c4/B-B4,uuid:fac1988c-5576-43ff-8f1c-4c38f317b1c4/B-p4_photo_loop,uuid:fac1988c-5576-43ff-8f1c-4c38f317b1c4/C-C1,5,uuid:fac1988c-5576-43ff-8f1c-4c38f317b1c4/C-p5_photo_loop,5,uuid:fac1988c-5576-43ff-8f1c-4c38f317b1c4/C-R,Yes,Yes,1 2 99,Not enough passengers & Poor road quality & Other,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4,uuid:fac1988c-5576-43ff-8f1c-4c38f317b1c4/C-C9_branch_loop,uuid:fac1988c-5576-43ff-8f1c-4c38f317b1c4/C-p7_photo_loop,120,150,60.0,150.0,50.0,70.0,90.0,50.0,90.0,40.0,1 2 3,Must have a driver permit & Must have been a conductor at the stage & Must be a friend or relative of existing stage member,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 7 8 9,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Stage Master & Elder Advisor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,Yes,Yes,3.0,99,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,Must be a stage member,1 2 6,Be a driver & Have a permit/driving license & Need to have been at the stage for ____ years,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,5,,media/1724938165062.jpg,media/1724938179582.jpg,2407230723.0,uuid:fac1988c-5576-43ff-8f1c-4c38f317b1c4,2024-08-29 09:53:05,2024-08-29 07:56:57,2024-08-29 09:49:14,2024-08-28,Respondent_193201,11,Kamwokya,58,Kamwokya - bukoto - kisaasi - kulambiro - kyanja - kungu,Old Taxi Park,both
2aa80707e1ac7359,,TCL|T610K|13|SurveyCTO Collect 2.81.2 (3771098),2230,,1.0,83.0,Ntinda-Nakawa-Kiwatule-Najjera-Kira,New Taxi Park,New Taxi Park,,8 10,Rhoda & Vivian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Ntinda-Nakawa-Kiwatule-Najjera-Kira Stage,Branch Leader (but not one of the above),Branch Leader (but not one of the above),,2006.0,1994.0,"Originated from an older stage, split off","Originated from an older stage, split off",,Ntinda-Nakawa-Kiwatule-Najjera-Kira,Yes,Yes,8,Old Taxi Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,media/1727259619898.jpg,1.0,2.0,3,media/1727259668508.jpg,3,uuid:0f4f0ee5-218a-4548-aefc-c8bdde238200/B-B3,uuid:0f4f0ee5-218a-4548-aefc-c8bdde238200/B-p3_photo_loop,,,uuid:0f4f0ee5-218a-4548-aefc-c8bdde238200/C-C1,1,uuid:0f4f0ee5-218a-4548-aefc-c8bdde238200/C-p5_photo_loop,1,uuid:0f4f0ee5-218a-4548-aefc-c8bdde238200/C-R,Yes,Yes,4,Opposition from other stages,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,uuid:0f4f0ee5-218a-4548-aefc-c8bdde238200/C-C9_branch_loop,uuid:0f4f0ee5-218a-4548-aefc-c8bdde238200/C-p7_photo_loop,35,40,40.0,50.0,30.0,15.0,20.0,25.0,35.0,15.0,1 2 99,Must have a driver permit & Must have been a conductor at the stage & Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Membership fee (Negotiable),5.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 5 6 9,Chairperson & Vice Chairperson & Secretary & Welfare & Defence & Elder Advisor,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1727261689312.jpg,media/1727261700303.jpg,2407230723.0,uuid:0f4f0ee5-218a-4548-aefc-c8bdde238200,2024-09-25 07:02:19,2024-09-25 06:14:26,2024-09-25 07:01:52,2024-09-25,Respondent_635727,83,Ntinda,111,Ntinda-Nakawa-Kiwatule-Najjera-Kira,New Taxi Park,both
357759081484347,,samsung|SM-G955U|9|SurveyCTO Collect 2.81.2 (3771098),1757,,1.0,89.0,Nansana Wakiso,Other,Other,Kalerwe,4 5 9,Gerald & Joviah & Sumaiya,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Nansana Wakiso Stage,Branch Leader (but not one of the above),Branch Leader (but not one of the above),,2018.0,2009.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1727692661525.jpg,1.0,0.0,1,media/1727692702666.jpg,1,uuid:502ece6d-d75e-4e7d-8b22-0604dcc3d0b5/B-B3,uuid:502ece6d-d75e-4e7d-8b22-0604dcc3d0b5/B-p3_photo_loop,,,uuid:502ece6d-d75e-4e7d-8b22-0604dcc3d0b5/C-C1,3,uuid:502ece6d-d75e-4e7d-8b22-0604dcc3d0b5/C-p5_photo_loop,3,uuid:502ece6d-d75e-4e7d-8b22-0604dcc3d0b5/C-R,No,No,,,,,,,,,,,1,,,20,15,-99.0,,15.0,18.0,14.0,-99.0,,15.0,1 2 3,Must have a driver permit & Must have been a conductor at the stage & Must be a friend or relative of existing stage member,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,"First come, first serve on the day","First come, first serve on the day",,8 99,Stage Master & Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Councillor,Yes,Yes,5.0,4 99,No criminal record & Other,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,Stage membership card,1 2 4 6 99,Be a driver & Have a permit/driving license & No criminal record & Need to have been at the stage for ____ years & Other,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,3,Membership card,media/1727694564339.jpg,media/1727694572444.jpg,2407230723.0,uuid:502ece6d-d75e-4e7d-8b22-0604dcc3d0b5,2024-09-30 07:48:37,2024-09-30 06:35:16,2024-09-30 07:48:00,2024-09-30,Respondent_461801,89,Nansana Wakiso,121,Nansana Wakiso,Kalerwe,both
357759081484347,,samsung|SM-G955U|9|SurveyCTO Collect 2.81.2 (3771098),1074,,1.0,92.0,Kasangati stage,Other,Other,Kireka,4 5 9,Gerald & Joviah & Sumaiya,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Kasangati stage Stage,Elder,Elder,,2008.0,2008.0,"Originated from an older stage, formed as a separate, independent stage by their","Originated from an older stage, formed as a separate, independent stage by their leaders",,Kira,Yes,Yes,99,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Kireka,media/1728131537431.jpg,1.0,0.0,1,media/1728131561257.jpg,1,uuid:e457975f-8e0b-40d0-95e0-57cb05bdb4b1/B-B3,uuid:e457975f-8e0b-40d0-95e0-57cb05bdb4b1/B-p3_photo_loop,,,uuid:e457975f-8e0b-40d0-95e0-57cb05bdb4b1/C-C1,2,uuid:e457975f-8e0b-40d0-95e0-57cb05bdb4b1/C-p5_photo_loop,2,uuid:e457975f-8e0b-40d0-95e0-57cb05bdb4b1/C-R,Yes,Yes,1 2 4,Not enough passengers & Poor road quality & Opposition from other stages,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,,18,8,5.0,,10.0,15.0,8.0,5.0,,10.0,1 99,Must have a driver permit & Other,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Register with the SACCO Pay 200,000 for membership LC letter Be willing to pay 50000 incase they decide to bring in a new car za",4.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 8 99,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Stage Master & Other,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Driver leader,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1728132340949.jpg,media/1728132350189.jpg,2407230723.0,uuid:e457975f-8e0b-40d0-95e0-57cb05bdb4b1,2024-10-05 08:50:31,2024-10-05 08:30:24,2024-10-05 08:49:19,2024-10-04,Respondent_124563,92,Kasangati,128,Kasangati,Kireka,both
ef8c3fa68e554f2a,,TECNO|TECNO KD6|10|SurveyCTO Collect 2.81.2 (3771098),8902,,1.0,18.0,Nsangi kyengera,Kisenyi/Gwanda,Kisenyi/Gwanda,,3 4 10,Fatumah & Gerald & Vivian,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Nsangi kyengera Stage,Other,Other,Stage master,1992.0,1982.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1723217419180.jpg,2.0,1.0,3,media/1723217455422.jpg,3,uuid:0daa4065-5410-4763-aec2-8facdc2d1310/B-B3,uuid:0daa4065-5410-4763-aec2-8facdc2d1310/B-p3_photo_loop,,,uuid:0daa4065-5410-4763-aec2-8facdc2d1310/C-C1,4,uuid:0daa4065-5410-4763-aec2-8facdc2d1310/C-p5_photo_loop,4,uuid:0daa4065-5410-4763-aec2-8facdc2d1310/C-R,Yes,Yes,1 6,Not enough passengers & Drivers don’t want to go,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,uuid:0daa4065-5410-4763-aec2-8facdc2d1310/C-C9_branch_loop,uuid:0daa4065-5410-4763-aec2-8facdc2d1310/C-p7_photo_loop,200,100,80.0,70.0,40.0,140.0,90.0,80.0,70.0,40.0,1 2 99,Must have a driver permit & Must have been a conductor at the stage & Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Lc letter,10.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 7 8,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Stage Master,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,Yes,Yes,3.0,99,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,Stage member identification card,2 6 99,Have a permit/driving license & Need to have been at the stage for ____ years & Other,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,8,National id,media/1723232591393.jpg,media/1723232613054.jpg,2407230723.0,uuid:0daa4065-5410-4763-aec2-8facdc2d1310,2024-08-10 05:54:09,2024-08-09 11:28:37,2024-08-10 03:22:43,2024-08-08,Respondent_245527,18,Nsangi-Kyengera,23,Nsangi-Kyengera,Kisenyi/Gwanda,both
